# S,I,R,Nw
2243417,33578,4887792,4921360
2240549,31061,4893176,4924228
2237900,28730,4898157,4926877
2235452,26572,4902763,4929325
2233191,24573,4907023,4931586
2231102,22723,4910962,4933675
2229172,21010,4914605,4935605
2227389,19425,4917973,4937388
2225742,17958,4921086,4939035
2224220,16601,4923965,4940557
2222815,15346,4926626,4941962
2221516,14185,4929086,4943261
2220317,13111,4931359,4944460
2219209,12117,4933460,4945568
2218185,11199,4935403,4946592
2217239,10350,4937197,4947538
2216366,9564,4938856,4948411
2215559,8839,4940389,4949218
2214813,8168,4941806,4949964
2214125,7547,4943115,4950652
2213489,6974,4944324,4951288
2212901,6444,4945442,4951876
2212358,5954,4946474,4952419
2211857,5501,4947429,4952920
2211394,5083,4948310,4953383
2210966,4696,4949125,4953811
2210570,4339,4949877,4954207
2210205,4009,4950573,4954572
2209868,3703,4951215,4954909
2209556,3421,4951809,4955221
2209269,3161,4952357,4955508
2209003,2920,4952864,4955774
2208757,2698,4953332,4956020
2208530,2492,4953764,4956247
2208321,2302,4954163,4956456
2208127,2127,4954532,4956650
2207948,1965,4954873,4956829
2207783,1815,4955188,4956994
2207631,1677,4955479,4957146
2207490,1549,4955748,4957287
2207359,1431,4955996,4957418
2207239,1322,4956226,4957538
2207128,1221,4956437,4957649
2207025,1128,4956633,4957752
2206931,1042,4956814,4957846
2206843,963,4956981,4957934
2206762,889,4957135,4958015
2206687,821,4957278,4958090
2206618,759,4957409,4958159
2206555,701,4957531,4958222
2206496,647,4957644,4958281
2206441,598,4957747,4958336
2206391,552,4957843,4958386
2206345,510,4957932,4958432
2206302,471,4958014,4958475
2206262,435,4958089,4958515
2206225,402,4958159,4958552
2206192,371,4958223,4958585
2206160,343,4958283,4958617
2206132,317,4958338,4958645
2206105,293,4958389,4958672
2206080,270,4958436,4958697
2206058,250,4958479,4958719
2206037,231,4958519,4958740
2206017,213,4958556,4958760
2205999,197,4958591,4958778
