date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants
2020-03-21,Brazil,SP,TOTAL,6,15,63,459,15,459,0.03267,0.99959,0.03268,,,,
2020-03-21,Brazil,TO,TOTAL,0,0,1,2,0,2,0.00000,0.12716,0.00000,,,,
2020-03-21,Brazil,TOTAL,TOTAL,7,18,225,1197,18,1128,0.00857,0.56960,0.01504,,,,
2020-03-22,Brazil,AC,TOTAL,0,0,0,11,0,11,0.00000,1.24726,0.00000,,,,
2020-03-22,Brazil,AL,TOTAL,0,0,0,7,0,7,0.00000,0.20975,0.00000,,,,
2020-03-22,Brazil,AM,TOTAL,0,0,15,26,0,26,0.00000,0.62732,0.00000,,,,
2020-03-22,Brazil,AP,TOTAL,0,0,0,1,0,1,0.00000,0.11824,0.00000,,,,
2020-03-22,Brazil,BA,TOTAL,0,0,14,55,0,49,0.00000,0.36980,0.00000,,,,
2020-03-22,Brazil,CE,TOTAL,0,0,41,125,0,112,0.00000,1.36880,0.00000,,,,
2020-03-22,Brazil,DF,TOTAL,0,0,9,117,0,117,0.00000,3.88025,0.00000,,,,
2020-03-22,Brazil,ES,TOTAL,0,0,0,26,0,26,0.00000,0.64698,0.00000,,,,
2020-03-22,Brazil,GO,TOTAL,0,0,1,21,0,21,0.00000,0.29922,0.00000,,,,
2020-03-22,Brazil,MA,TOTAL,0,0,0,2,0,2,0.00000,0.02827,0.00000,,,,
2020-03-22,Brazil,MG,TOTAL,0,0,29,83,0,83,0.00000,0.39209,0.00000,,,,
2020-03-22,Brazil,MS,TOTAL,0,0,5,21,0,21,0.00000,0.75567,0.00000,,,,
2020-03-22,Brazil,MT,TOTAL,0,0,0,2,0,2,0.00000,0.05740,0.00000,,,,
2020-03-22,Brazil,PA,TOTAL,0,0,2,4,0,4,0.00000,0.04650,0.00000,,,,
2020-03-22,Brazil,PB,TOTAL,0,0,0,1,0,1,0.00000,0.02489,0.00000,,,,
2020-03-22,Brazil,PE,TOTAL,0,0,4,37,0,37,0.00000,0.38715,0.00000,,,,
2020-03-22,Brazil,PI,TOTAL,0,0,2,6,0,4,0.00000,0.18331,0.00000,,,,
2020-03-22,Brazil,PR,TOTAL,0,0,10,54,0,50,0.00000,0.47228,0.00000,,,,
2020-03-22,Brazil,RJ,TOTAL,0,3,67,186,3,186,0.01738,1.07733,0.01613,,,,
2020-03-22,Brazil,RN,TOTAL,0,0,4,13,0,9,0.00000,0.37070,0.00000,,,,
2020-03-22,Brazil,RO,TOTAL,0,0,0,3,0,3,0.00000,0.16880,0.00000,,,,
2020-03-22,Brazil,RR,TOTAL,0,0,0,2,0,2,0.00000,0.33016,0.00000,,,,
2020-03-22,Brazil,RS,TOTAL,0,0,8,77,0,72,0.00000,0.67679,0.00000,,,,
2020-03-22,Brazil,SC,TOTAL,0,0,11,68,0,57,0.00000,0.94909,0.00000,,,,
2020-03-22,Brazil,SE,TOTAL,0,0,0,10,0,10,0.00000,0.43503,0.00000,,,,
2020-03-22,Brazil,SP,TOTAL,7,22,172,631,22,631,0.04791,1.37416,0.03487,,,,
2020-03-22,Brazil,TO,TOTAL,0,0,3,5,0,2,0.00000,0.31789,0.00000,,,,
2020-03-22,Brazil,TOTAL,TOTAL,7,25,397,1594,25,1546,0.01190,0.75852,0.01568,,,,
2020-03-23,Brazil,AC,TOTAL,0,0,6,17,0,11,0.00000,1.92758,0.00000,,230,,
2020-03-23,Brazil,AL,TOTAL,0,0,1,8,0,7,0.00000,0.23971,0.00000,,120,,
2020-03-23,Brazil,AM,TOTAL,0,0,6,32,0,32,0.00000,0.77209,0.00000,,,,
2020-03-23,Brazil,AP,TOTAL,0,0,0,1,0,1,0.00000,0.11824,0.00000,,,,
2020-03-23,Brazil,BA,TOTAL,0,0,8,63,0,63,0.00000,0.42358,0.00000,,1219,,
2020-03-23,Brazil,CE,TOTAL,0,0,39,164,0,163,0.00000,1.79587,0.00000,,,,
2020-03-23,Brazil,DF,TOTAL,0,0,21,138,0,133,0.00000,4.57671,0.00000,,,,
2020-03-23,Brazil,ES,TOTAL,0,0,7,33,0,29,0.00000,0.82117,0.00000,5,739,,
2020-03-23,Brazil,GO,TOTAL,0,0,2,23,0,23,0.00000,0.32771,0.00000,,,,
2020-03-23,Brazil,MA,TOTAL,0,0,6,8,0,2,0.00000,0.11307,0.00000,,302,,
2020-03-23,Brazil,MG,TOTAL,0,0,45,128,0,128,0.00000,0.60466,0.00000,,7766,,
2020-03-23,Brazil,MS,TOTAL,0,0,0,21,0,21,0.00000,0.75567,0.00000,,,,
2020-03-23,Brazil,MT,TOTAL,0,0,4,6,0,2,0.00000,0.17219,0.00000,,,,
2020-03-23,Brazil,PA,TOTAL,0,0,1,5,0,5,0.00000,0.05812,0.00000,,,,
2020-03-23,Brazil,PB,TOTAL,0,0,1,2,0,2,0.00000,0.04977,0.00000,,206,,
2020-03-23,Brazil,PE,TOTAL,0,0,5,42,0,42,0.00000,0.43947,0.00000,3,,,
2020-03-23,Brazil,PI,TOTAL,0,0,0,6,0,6,0.00000,0.18331,0.00000,,,,
2020-03-23,Brazil,PR,TOTAL,0,0,6,60,0,56,0.00000,0.52475,0.00000,,,,
2020-03-23,Brazil,RJ,TOTAL,1,4,47,233,4,233,0.02317,1.34956,0.01717,,,,
2020-03-23,Brazil,RN,TOTAL,0,0,0,13,0,13,0.00000,0.37070,0.00000,,,,
2020-03-23,Brazil,RO,TOTAL,0,0,0,3,0,3,0.00000,0.16880,0.00000,,,,
2020-03-23,Brazil,RR,TOTAL,0,0,0,2,0,2,0.00000,0.33016,0.00000,,,,
2020-03-23,Brazil,RS,TOTAL,0,0,19,96,0,86,0.00000,0.84379,0.00000,,132,,
2020-03-23,Brazil,SC,TOTAL,0,0,18,86,0,68,0.00000,1.20031,0.00000,,410,,
2020-03-23,Brazil,SE,TOTAL,0,0,0,10,0,10,0.00000,0.43503,0.00000,,,,
2020-03-23,Brazil,SP,TOTAL,8,30,114,745,30,745,0.06533,1.62242,0.04027,,,,
2020-03-23,Brazil,TO,TOTAL,0,0,2,7,0,5,0.00000,0.44505,0.00000,,,,
2020-03-23,Brazil,TOTAL,TOTAL,9,34,358,1952,34,1891,0.01618,0.92887,0.01742,8,11124,,
2020-03-24,Brazil,AC,TOTAL,0,0,4,21,0,17,0.00000,2.38113,0.00000,,230,,
2020-03-24,Brazil,AL,TOTAL,0,0,2,10,0,9,0.00000,0.29964,0.00000,1,120,,
2020-03-24,Brazil,AM,TOTAL,1,1,15,47,0,47,0.02413,1.13401,0.02128,1,,,
2020-03-24,Brazil,AP,TOTAL,0,0,0,1,0,1,0.00000,0.11824,0.00000,,,,
2020-03-24,Brazil,BA,TOTAL,0,0,16,79,0,76,0.00000,0.53116,0.00000,1,1219,,
2020-03-24,Brazil,CE,TOTAL,0,0,21,185,0,182,0.00000,2.02583,0.00000,,,,
2020-03-24,Brazil,DF,TOTAL,0,0,23,161,0,160,0.00000,5.33949,0.00000,1,,,
2020-03-24,Brazil,ES,TOTAL,0,0,7,40,0,33,0.00000,0.99536,0.00000,5,739,,
2020-03-24,Brazil,GO,TOTAL,0,0,6,29,0,27,0.00000,0.41320,0.00000,,,,
2020-03-24,Brazil,MA,TOTAL,0,0,0,8,0,8,0.00000,0.11307,0.00000,,302,,
2020-03-24,Brazil,MG,TOTAL,0,0,2,130,0,130,0.00000,0.61411,0.00000,,7766,,
2020-03-24,Brazil,MS,TOTAL,0,0,3,24,0,23,0.00000,0.86362,0.00000,,,,
2020-03-24,Brazil,MT,TOTAL,0,0,1,7,0,7,0.00000,0.20089,0.00000,,,,
2020-03-24,Brazil,PA,TOTAL,0,0,0,5,0,5,0.00000,0.05812,0.00000,,,,
2020-03-24,Brazil,PB,TOTAL,0,0,1,3,0,3,0.00000,0.07466,0.00000,,206,,
2020-03-24,Brazil,PE,TOTAL,0,0,0,42,0,42,0.00000,0.43947,0.00000,5,,,
2020-03-24,Brazil,PI,TOTAL,0,0,2,8,0,6,0.00000,0.24441,0.00000,,160,,
2020-03-24,Brazil,PR,TOTAL,0,0,10,70,0,65,0.00000,0.61221,0.00000,,1844,,
2020-03-24,Brazil,RJ,TOTAL,2,6,72,305,6,305,0.03475,1.76659,0.01967,1,,,
2020-03-24,Brazil,RN,TOTAL,0,0,1,14,0,13,0.00000,0.39922,0.00000,1,,,
2020-03-24,Brazil,RO,TOTAL,0,0,2,5,0,3,0.00000,0.28134,0.00000,,,,
2020-03-24,Brazil,RR,TOTAL,0,0,6,8,0,2,0.00000,1.32065,0.00000,,,,
2020-03-24,Brazil,RS,TOTAL,0,0,16,112,0,98,0.00000,0.98442,0.00000,3,132,,
2020-03-24,Brazil,SC,TOTAL,0,0,23,109,0,107,0.00000,1.52133,0.00000,,410,,
2020-03-24,Brazil,SE,TOTAL,0,0,5,15,0,15,0.00000,0.65254,0.00000,,,,
2020-03-24,Brazil,SP,TOTAL,10,40,65,810,40,810,0.08711,1.76397,0.04938,1,,,
2020-03-24,Brazil,TO,TOTAL,0,0,0,7,0,7,0.00000,0.44505,0.00000,,,,
2020-03-24,Brazil,TOTAL,TOTAL,13,47,303,2255,46,2201,0.02237,1.07306,0.02084,20,13128,,
2020-03-25,Brazil,AC,TOTAL,0,0,2,23,0,23,0.00000,2.60790,0.00000,,230,,
2020-03-25,Brazil,AL,TOTAL,0,0,1,11,0,11,0.00000,0.32960,0.00000,1,207,,
2020-03-25,Brazil,AM,TOTAL,0,1,7,54,1,54,0.02413,1.30290,0.01852,1,,,
2020-03-25,Brazil,AP,TOTAL,0,0,1,2,0,1,0.00000,0.23648,0.00000,,183,,
2020-03-25,Brazil,BA,TOTAL,0,0,12,91,0,84,0.00000,0.61184,0.00000,1,1219,,
2020-03-25,Brazil,CE,TOTAL,0,0,26,211,0,200,0.00000,2.31054,0.00000,,,,
2020-03-25,Brazil,DF,TOTAL,0,0,34,195,0,160,0.00000,6.46709,0.00000,1,,,
2020-03-25,Brazil,ES,TOTAL,0,0,0,40,0,39,0.00000,0.99536,0.00000,5,1019,,
2020-03-25,Brazil,GO,TOTAL,0,0,6,35,0,29,0.00000,0.49869,0.00000,,,,
2020-03-25,Brazil,MA,TOTAL,0,0,0,8,0,8,0.00000,0.11307,0.00000,,302,,
2020-03-25,Brazil,MG,TOTAL,0,0,3,133,0,133,0.00000,0.62828,0.00000,,14227,,
2020-03-25,Brazil,MS,TOTAL,0,0,0,24,0,24,0.00000,0.86362,0.00000,,,,
2020-03-25,Brazil,MT,TOTAL,0,0,2,9,0,8,0.00000,0.25829,0.00000,,326,,
2020-03-25,Brazil,PA,TOTAL,0,0,2,7,0,7,0.00000,0.08137,0.00000,,137,,
2020-03-25,Brazil,PB,TOTAL,0,0,2,5,0,3,0.00000,0.12444,0.00000,,206,,
2020-03-25,Brazil,PE,TOTAL,1,1,4,46,1,46,0.01046,0.48132,0.02174,5,,,
2020-03-25,Brazil,PI,TOTAL,0,0,1,9,0,8,0.00000,0.27496,0.00000,,348,,
2020-03-25,Brazil,PR,TOTAL,0,0,27,97,0,81,0.00000,0.84835,0.00000,7,3588,,
2020-03-25,Brazil,RJ,TOTAL,2,8,65,370,6,370,0.04634,2.14307,0.02162,1,,,
2020-03-25,Brazil,RN,TOTAL,0,0,0,14,0,14,0.00000,0.39922,0.00000,1,478,,
2020-03-25,Brazil,RO,TOTAL,0,0,0,5,0,5,0.00000,0.28134,0.00000,,,,
2020-03-25,Brazil,RR,TOTAL,0,0,0,8,0,8,0.00000,1.32065,0.00000,,,,
2020-03-25,Brazil,RS,TOTAL,1,1,50,162,1,123,0.00879,1.42390,0.00617,3,132,,
2020-03-25,Brazil,SC,TOTAL,0,0,13,122,0,109,0.00000,1.70277,0.00000,,325,,
2020-03-25,Brazil,SE,TOTAL,0,0,1,16,0,16,0.00000,0.69605,0.00000,,,,
2020-03-25,Brazil,SP,TOTAL,8,48,52,862,48,862,0.10453,1.87722,0.05568,1,,,
2020-03-25,Brazil,TO,TOTAL,0,0,0,7,0,7,0.00000,0.44505,0.00000,,,,
2020-03-25,Brazil,TOTAL,TOTAL,12,59,311,2566,57,2433,0.02808,1.22105,0.02299,27,22927,,
2020-03-26,Brazil,AC,TOTAL,0,0,1,24,0,24,0.00000,2.72129,0.00000,,76,,
2020-03-26,Brazil,AL,TOTAL,0,0,0,11,0,11,0.00000,0.32960,0.00000,1,274,,
2020-03-26,Brazil,AM,TOTAL,0,1,13,67,1,67,0.02413,1.61656,0.01493,1,,,
2020-03-26,Brazil,AP,TOTAL,0,0,0,2,0,2,0.00000,0.23648,0.00000,,183,,
2020-03-26,Brazil,BA,TOTAL,0,0,17,108,0,104,0.00000,0.72614,0.00000,16,,,
2020-03-26,Brazil,CE,TOTAL,3,3,26,237,3,235,0.03285,2.59525,0.01266,,4129,,
2020-03-26,Brazil,DF,TOTAL,0,0,6,201,0,200,0.00000,6.66607,0.00000,1,,,
2020-03-26,Brazil,ES,TOTAL,0,0,8,48,0,39,0.00000,1.19443,0.00000,5,1039,,
2020-03-26,Brazil,GO,TOTAL,1,1,4,39,1,39,0.01425,0.55569,0.02564,,,,
2020-03-26,Brazil,MA,TOTAL,0,0,2,10,0,10,0.00000,0.14134,0.00000,,728,,
2020-03-26,Brazil,MG,TOTAL,0,0,20,153,0,153,0.00000,0.72276,0.00000,,17409,,
2020-03-26,Brazil,MS,TOTAL,0,0,1,25,0,25,0.00000,0.89961,0.00000,,,,
2020-03-26,Brazil,MT,TOTAL,0,0,2,11,0,11,0.00000,0.31569,0.00000,,326,,
2020-03-26,Brazil,PA,TOTAL,0,0,6,13,0,13,0.00000,0.15111,0.00000,,97,,
2020-03-26,Brazil,PB,TOTAL,0,0,1,6,0,5,0.00000,0.14932,0.00000,,206,,
2020-03-26,Brazil,PE,TOTAL,2,3,2,48,3,48,0.03139,0.50225,0.06250,5,,,
2020-03-26,Brazil,PI,TOTAL,0,0,0,9,0,9,0.00000,0.27496,0.00000,,348,,
2020-03-26,Brazil,PR,TOTAL,0,0,9,106,0,102,0.00000,0.92706,0.00000,7,3487,,
2020-03-26,Brazil,RJ,TOTAL,1,9,51,421,9,421,0.05213,2.43847,0.02138,1,4471,,
2020-03-26,Brazil,RN,TOTAL,0,0,5,19,0,19,0.00000,0.54180,0.00000,1,1125,,
2020-03-26,Brazil,RO,TOTAL,0,0,1,6,0,5,0.00000,0.33760,0.00000,,,,
2020-03-26,Brazil,RR,TOTAL,0,0,2,10,0,8,0.00000,1.65082,0.00000,,,,
2020-03-26,Brazil,RS,TOTAL,0,1,28,190,1,168,0.00879,1.67000,0.00526,3,258,,
2020-03-26,Brazil,SC,TOTAL,1,1,27,149,1,122,0.01396,2.07961,0.00671,,325,,
2020-03-26,Brazil,SE,TOTAL,0,0,0,16,0,16,0.00000,0.69605,0.00000,,,,
2020-03-26,Brazil,SP,TOTAL,10,58,191,1053,58,1052,0.12631,2.29317,0.05508,1,14312,,
2020-03-26,Brazil,TO,TOTAL,0,0,1,8,0,7,0.00000,0.50863,0.00000,,,,
2020-03-26,Brazil,TOTAL,TOTAL,18,77,424,2990,77,2915,0.03664,1.42281,0.02575,42,48793,,
