date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases
2020-03-20,Brazil,PR,Foz do Iguaçu/PR,4108304,0,0,0,1,0.00000,0.38680,0.00000
2020-03-20,Brazil,GO,Goiânia/GO,5208707,0,0,2,9,0.00000,0.59362,0.00000
2020-03-20,Brazil,RJ,Guapimirim/RJ,3301850,0,0,0,1,0.00000,1.65243,0.00000
2020-03-20,Brazil,SP,Guarulhos/SP,3518800,0,0,0,1,0.00000,0.07251,0.00000
2020-03-20,Brazil,PR,Guaíra/PR,4108809,0,0,1,1,0.00000,3.01941,0.00000
2020-03-20,Brazil,SP,Hortolândia/SP,3519071,0,0,1,1,0.00000,0.43318,0.00000
2020-03-20,Brazil,SC,Imbituba/SC,4207304,0,0,2,2,0.00000,4.45901,0.00000
2020-03-20,Brazil,MG,Ipatinga/MG,3131307,0,0,0,1,0.00000,0.37964,0.00000
2020-03-20,Brazil,BA,Itabuna/BA,2914802,0,0,0,1,0.00000,0.46899,0.00000
2020-03-20,Brazil,RS,Ivoti/RS,4310801,0,0,2,2,0.00000,8.23282,0.00000
2020-03-20,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,0,0,1,0.00000,0.14239,0.00000
2020-03-20,Brazil,SP,Jaguariúna/SP,3524709,0,0,0,1,0.00000,1.73949,0.00000
2020-03-20,Brazil,SC,Jaraguá do Sul/SC,4208906,0,0,1,1,0.00000,0.56276,0.00000
2020-03-20,Brazil,GO,Jataí/GO,5211909,0,0,0,1,0.00000,0.99126,0.00000
2020-03-20,Brazil,RO,Ji-Paraná/RO,1100122,0,0,1,1,0.00000,0.77538,0.00000
2020-03-20,Brazil,SC,Joinville/SC,4209102,0,0,1,3,0.00000,0.50807,0.00000
2020-03-20,Brazil,PB,João Pessoa/PB,2507507,0,0,0,1,0.00000,0.12361,0.00000
2020-03-20,Brazil,CE,Juazeiro do Norte/CE,2307304,0,0,1,1,0.00000,0.36469,0.00000
2020-03-20,Brazil,MG,Juiz de Fora/MG,3136702,0,0,3,5,0.00000,0.87893,0.00000
2020-03-20,Brazil,BA,Lauro de Freitas/BA,2919207,0,0,1,3,0.00000,1.51179,0.00000
2020-03-20,Brazil,ES,Linhares/ES,3203205,0,0,0,1,0.00000,0.57619,0.00000
2020-03-20,Brazil,PR,Londrina/PR,4113700,0,0,2,3,0.00000,0.52656,0.00000
2020-03-20,Brazil,AP,Macapá/AP,1600303,0,0,1,1,0.00000,0.19868,0.00000
2020-03-20,Brazil,AL,Maceió/AL,2704302,0,0,2,6,0.00000,0.58884,0.00000
2020-03-20,Brazil,AM,Manaus/AM,1302603,0,0,4,7,0.00000,0.32069,0.00000
2020-03-20,Brazil,MG,Mariana/MG,3140001,0,0,1,1,0.00000,1.64680,0.00000
2020-03-20,Brazil,PR,Maringá/PR,4115200,0,0,0,1,0.00000,0.23603,0.00000
2020-03-20,Brazil,SP,Mauá/SP,3529401,0,0,0,1,0.00000,0.21146,0.00000
2020-03-20,Brazil,RJ,Miguel Pereira/RJ,3302908,0,1,0,1,3.91573,3.91573,1.00000
2020-03-20,Brazil,SP,Mogi das Cruzes/SP,3530607,0,0,1,1,0.00000,0.22429,0.00000
2020-03-20,Brazil,RN,Natal/RN,2408102,0,0,4,5,0.00000,0.56553,0.00000
2020-03-20,Brazil,SC,Navegantes/SC,4211306,0,0,1,1,0.00000,1.22737,0.00000
2020-03-20,Brazil,RJ,Niterói/RJ,3303302,0,1,0,7,0.19471,1.36297,0.14286
2020-03-20,Brazil,MG,Nova Lima/MG,3144805,0,0,2,4,0.00000,4.21545,0.00000
2020-03-20,Brazil,SP,Osasco/SP,3534401,0,0,0,1,0.00000,0.14318,0.00000
2020-03-20,Brazil,TO,Palmas/TO,1721000,0,0,0,1,0.00000,0.33431,0.00000
2020-03-20,Brazil,RN,Parnamirim/RN,2403251,0,0,1,1,0.00000,0.38245,0.00000
2020-03-20,Brazil,MG,Patrocínio/MG,3148103,0,0,0,1,0.00000,1.10184,0.00000
2020-03-20,Brazil,PR,Pinhais/PR,4119152,0,0,0,1,0.00000,0.75668,0.00000
2020-03-20,Brazil,SC,Pomerode/SC,4213203,0,0,1,1,0.00000,2.98980,0.00000
2020-03-20,Brazil,RS,Porto Alegre/RS,4314902,0,0,5,25,0.00000,1.68490,0.00000
2020-03-20,Brazil,BA,Porto Seguro/BA,2925303,0,0,0,4,0.00000,2.69023,0.00000
2020-03-20,Brazil,MG,Poços de Caldas/MG,3151800,0,0,1,1,0.00000,0.59738,0.00000
2020-03-20,Brazil,BA,Prado/BA,2925501,0,0,0,1,0.00000,3.54937,0.00000
2020-03-20,Brazil,SE,Propriá/SE,2805703,0,0,1,2,0.00000,6.75083,0.00000
2020-03-20,Brazil,SC,Rancho Queimado/SC,4214300,0,0,0,2,0.00000,69.49270,0.00000
2020-03-20,Brazil,PE,Recife/PE,2611606,0,0,0,14,0.00000,0.85069,0.00000
2020-03-20,Brazil,AC,Rio Branco/AC,1200401,0,0,3,7,0.00000,1.71855,0.00000
2020-03-20,Brazil,GO,Rio Verde/GO,5218805,0,0,0,3,0.00000,1.27309,0.00000
2020-03-20,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,0,56,0.00000,0.83347,0.00000
2020-03-20,Brazil,BA,Salvador/BA,2927408,0,0,0,18,0.00000,0.62667,0.00000
2020-03-20,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,0,2,2,0.00000,2.59649,0.00000
2020-03-20,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1,2,0.00000,1.43424,0.00000
2020-03-20,Brazil,SP,Santo André/SP,3547809,0,0,1,3,0.00000,0.41738,0.00000
2020-03-20,Brazil,RS,Sapiranga/RS,4319901,0,0,1,2,0.00000,2.44696,0.00000
2020-03-20,Brazil,MG,Sete Lagoas/MG,3167202,0,0,0,1,0.00000,0.41729,0.00000
2020-03-20,Brazil,MS,Sidrolândia/MS,5007901,0,0,0,1,0.00000,1.73415,0.00000
2020-03-20,Brazil,CE,Sobral/CE,2312908,0,0,0,1,0.00000,0.47862,0.00000
2020-03-20,Brazil,SP,Suzano/SP,3552502,0,0,0,1,0.00000,0.33598,0.00000
2020-03-20,Brazil,SP,São Bernardo do Campo/SP,3548708,0,0,1,4,0.00000,0.47679,0.00000
2020-03-20,Brazil,SP,São Caetano do Sul/SP,3548807,0,0,3,4,0.00000,2.48251,0.00000
2020-03-20,Brazil,SP,São José do Rio Preto/SP,3549805,0,0,0,1,0.00000,0.21707,0.00000
2020-03-20,Brazil,SP,São José dos Campos/SP,3549904,0,0,0,1,0.00000,0.13851,0.00000
2020-03-20,Brazil,SC,São José/SC,4216602,0,0,0,1,0.00000,0.40554,0.00000
2020-03-20,Brazil,MA,São Luís/MA,2111300,0,0,1,1,0.00000,0.09075,0.00000
2020-03-20,Brazil,SP,São Paulo/SP,3550308,4,9,47,306,0.07346,2.49755,0.02941
2020-03-20,Brazil,RS,Taquara/RS,4321204,0,0,0,1,0.00000,1.74016,0.00000
2020-03-20,Brazil,SP,Taubaté/SP,3554102,0,0,0,1,0.00000,0.31754,0.00000
2020-03-20,Brazil,PI,Teresina/PI,2211001,0,0,1,4,0.00000,0.46251,0.00000
2020-03-20,Brazil,SC,Tubarão/SC,4218707,0,0,4,6,0.00000,5.67719,0.00000
2020-03-20,Brazil,MG,Uberaba/MG,3170107,0,0,1,1,0.00000,0.29960,0.00000
2020-03-20,Brazil,MG,Uberlândia/MG,3170206,0,0,-1,1,0.00000,0.14465,0.00000
2020-03-20,Brazil,SP,Vargem Grande Paulista/SP,3556453,0,0,0,1,0.00000,1.90125,0.00000
2020-03-20,Brazil,ES,Vila Velha/ES,3205200,0,0,0,7,0.00000,1.41747,0.00000
2020-03-20,Brazil,ES,Vitória/ES,3205309,0,0,1,6,0.00000,1.65701,0.00000
2020-03-20,Brazil,TOTAL,TOTAL,0,4,11,333,972,0.00523,0.46253,0.01132
2020-03-21,Brazil,RS,Alvorada/RS,4300604,0,0,1,2,0.00000,0.95100,0.00000
2020-03-21,Brazil,GO,Anápolis/GO,5201108,0,0,0,2,0.00000,0.51690,0.00000
2020-03-21,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,0,0,2,0.00000,0.34591,0.00000
2020-03-21,Brazil,CE,Aquiraz/CE,2301000,0,0,3,4,0.00000,4.98312,0.00000
2020-03-21,Brazil,SE,Aracaju/SE,2800308,0,0,2,7,0.00000,1.06543,0.00000
2020-03-21,Brazil,RS,Bagé/RS,4301602,0,0,1,3,0.00000,2.47641,0.00000
2020-03-21,Brazil,SC,Balneário Camboriú/SC,4202008,0,0,2,6,0.00000,4.21659,0.00000
2020-03-21,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,0,1,0.00000,0.54226,0.00000
2020-03-21,Brazil,SP,Barueri/SP,3505708,0,0,0,1,0.00000,0.36472,0.00000
2020-03-21,Brazil,MG,Belo Horizonte/MG,3106200,0,0,10,30,0.00000,1.19423,0.00000
2020-03-21,Brazil,PE,Belo Jardim/PE,2601706,0,0,0,1,0.00000,1.30823,0.00000
2020-03-21,Brazil,PA,Belém/PA,1501402,0,0,0,2,0.00000,0.13398,0.00000
2020-03-21,Brazil,RS,Bento Gonçalves/RS,4302105,0,0,2,2,0.00000,1.66038,0.00000
2020-03-21,Brazil,RR,Boa Vista/RR,1400100,0,0,2,2,0.00000,0.50099,0.00000
2020-03-21,Brazil,DF,Brasília/DF,5300108,0,0,21,108,0.00000,3.58177,0.00000
2020-03-21,Brazil,SC,Braço do Norte/SC,4202800,0,0,2,6,0.00000,17.93722,0.00000
2020-03-21,Brazil,CE,CASO SEM LOCALIZAÇÃO DEFINIDA/CE,23,0,0,0,1,0.00000,0.01095,0.00000
2020-03-21,Brazil,GO,CASO SEM LOCALIZAÇÃO DEFINIDA/GO,52,0,0,2,3,0.00000,0.04275,0.00000
2020-03-21,Brazil,MG,CASO SEM LOCALIZAÇÃO DEFINIDA/MG,31,0,0,2,2,0.00000,0.00945,0.00000
2020-03-21,Brazil,MT,CASO SEM LOCALIZAÇÃO DEFINIDA/MT,51,0,0,1,1,0.00000,0.02870,0.00000
2020-03-21,Brazil,PE,CASO SEM LOCALIZAÇÃO DEFINIDA/PE,26,0,0,-10,4,0.00000,0.04185,0.00000
2020-03-21,Brazil,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,33,0,0,-39,4,0.00000,0.02317,0.00000
2020-03-21,Brazil,SP,CASO SEM LOCALIZAÇÃO DEFINIDA/SP,35,6,6,63,122,0.01307,0.26568,0.04918
2020-03-21,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,0,0,1,0.00000,0.47853,0.00000
2020-03-21,Brazil,BA,Camaçari/BA,2905701,0,0,0,1,0.00000,0.33430,0.00000
2020-03-21,Brazil,SP,Campinas/SP,3509502,0,0,0,1,0.00000,0.08305,0.00000
2020-03-21,Brazil,RS,Campo Bom/RS,4303905,0,0,0,2,0.00000,2.99796,0.00000
2020-03-21,Brazil,MS,Campo Grande/MS,5002704,0,0,3,14,0.00000,1.56253,0.00000
2020-03-21,Brazil,PR,Campo Largo/PR,4104204,0,0,0,1,0.00000,0.75756,0.00000
2020-03-21,Brazil,RS,Canoas/RS,4304606,0,0,2,2,0.00000,0.57701,0.00000
2020-03-21,Brazil,SP,Carapicuíba/SP,3510609,0,0,0,2,0.00000,0.49884,0.00000
2020-03-21,Brazil,ES,Cariacica/ES,3201308,0,0,0,1,0.00000,0.26227,0.00000
2020-03-21,Brazil,RS,Carlos Barbosa/RS,4304804,0,0,1,1,0.00000,3.35199,0.00000
2020-03-21,Brazil,RS,Caxias do Sul/RS,4305108,0,0,0,2,0.00000,0.39146,0.00000
2020-03-21,Brazil,SC,Chapecó/SC,4204202,0,0,1,2,0.00000,0.90758,0.00000
2020-03-21,Brazil,RS,Charqueadas/RS,4305355,0,0,1,1,0.00000,2.45164,0.00000
2020-03-21,Brazil,PR,Cianorte/PR,4105508,0,0,0,2,0.00000,2.42072,0.00000
2020-03-21,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,1,2,0.00000,1.82058,0.00000
2020-03-21,Brazil,SP,Cotia/SP,3513009,0,0,0,2,0.00000,0.80254,0.00000
2020-03-21,Brazil,SC,Criciúma/SC,4204608,0,0,3,6,0.00000,2.78829,0.00000
2020-03-21,Brazil,MT,Cuiabá/MT,5103403,0,0,0,1,0.00000,0.16325,0.00000
2020-03-21,Brazil,PR,Curitiba/PR,4106902,0,0,4,31,0.00000,1.60364,0.00000
2020-03-21,Brazil,MG,Divinópolis/MG,3122306,0,0,0,1,0.00000,0.41976,0.00000
2020-03-21,Brazil,RS,Dois Irmãos/RS,4306403,0,0,1,1,0.00000,3.06082,0.00000
2020-03-21,Brazil,RS,Eldorado do Sul/RS,4306767,0,0,1,1,0.00000,2.42219,0.00000
2020-03-21,Brazil,RS,Erechim/RS,4307005,0,0,0,3,0.00000,2.83388,0.00000
2020-03-21,Brazil,RS,Estrela/RS,4307807,0,0,1,1,0.00000,2.93118,0.00000
2020-03-21,Brazil,RS,Farroupilha/RS,4307906,0,0,0,1,0.00000,1.38253,0.00000
2020-03-21,Brazil,BA,Feira de Santana/BA,2910800,0,0,0,6,0.00000,0.97581,0.00000
2020-03-21,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,0,1,0.00000,0.51473,0.00000
2020-03-21,Brazil,SC,Florianópolis/SC,4205407,0,0,0,10,0.00000,1.99612,0.00000
2020-03-21,Brazil,CE,Fortaleza/CE,2304400,0,0,13,76,0.00000,2.84714,0.00000
2020-03-21,Brazil,CE,Fortim/CE,2304459,0,0,0,1,0.00000,6.06796,0.00000
2020-03-21,Brazil,PR,Foz do Iguaçu/PR,4108304,0,0,0,1,0.00000,0.38680,0.00000
2020-03-21,Brazil,GO,Goiânia/GO,5208707,0,0,0,9,0.00000,0.59362,0.00000
2020-03-21,Brazil,SC,Gravatal/SC,4206207,0,0,1,1,0.00000,8.69490,0.00000
2020-03-21,Brazil,RJ,Guapimirim/RJ,3301850,0,0,0,1,0.00000,1.65243,0.00000
2020-03-21,Brazil,SP,Guarulhos/SP,3518800,0,0,0,1,0.00000,0.07251,0.00000
2020-03-21,Brazil,PR,Guaíra/PR,4108809,0,0,0,1,0.00000,3.01941,0.00000
2020-03-21,Brazil,SP,Hortolândia/SP,3519071,0,0,0,1,0.00000,0.43318,0.00000
2020-03-21,Brazil,SC,Imbituba/SC,4207304,0,0,0,2,0.00000,4.45901,0.00000
2020-03-21,Brazil,MG,Ipatinga/MG,3131307,0,0,0,1,0.00000,0.37964,0.00000
2020-03-21,Brazil,BA,Itabuna/BA,2914802,0,0,0,1,0.00000,0.46899,0.00000
2020-03-21,Brazil,SC,Itajaí/SC,4208203,0,0,6,6,0.00000,2.73304,0.00000
2020-03-21,Brazil,RS,Ivoti/RS,4310801,0,0,0,2,0.00000,8.23282,0.00000
2020-03-21,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,0,2,3,0.00000,0.42717,0.00000
2020-03-21,Brazil,SP,Jaguariúna/SP,3524709,0,0,0,1,0.00000,1.73949,0.00000
2020-03-21,Brazil,SC,Jaguaruna/SC,4208807,0,0,1,1,0.00000,4.99401,0.00000
2020-03-21,Brazil,SC,Jaraguá do Sul/SC,4208906,0,0,0,1,0.00000,0.56276,0.00000
2020-03-21,Brazil,GO,Jataí/GO,5211909,0,0,0,1,0.00000,0.99126,0.00000
2020-03-21,Brazil,RO,Ji-Paraná/RO,1100122,0,0,0,1,0.00000,0.77538,0.00000
2020-03-21,Brazil,SC,Joinville/SC,4209102,0,0,1,4,0.00000,0.67743,0.00000
2020-03-21,Brazil,PB,João Pessoa/PB,2507507,0,0,0,1,0.00000,0.12361,0.00000
2020-03-21,Brazil,CE,Juazeiro do Norte/CE,2307304,0,0,0,1,0.00000,0.36469,0.00000
2020-03-21,Brazil,MG,Juiz de Fora/MG,3136702,0,0,-1,4,0.00000,0.70314,0.00000
2020-03-21,Brazil,RS,Lajeado/RS,4311403,0,0,1,1,0.00000,1.19028,0.00000
2020-03-21,Brazil,BA,Lauro de Freitas/BA,2919207,0,0,0,3,0.00000,1.51179,0.00000
2020-03-21,Brazil,ES,Linhares/ES,3203205,0,0,1,2,0.00000,1.15237,0.00000
2020-03-21,Brazil,PR,Londrina/PR,4113700,0,0,0,3,0.00000,0.52656,0.00000
2020-03-21,Brazil,AP,Macapá/AP,1600303,0,0,0,1,0.00000,0.19868,0.00000
2020-03-21,Brazil,AL,Maceió/AL,2704302,0,0,1,7,0.00000,0.68698,0.00000
2020-03-21,Brazil,AM,Manaus/AM,1302603,0,0,4,11,0.00000,0.50395,0.00000
2020-03-21,Brazil,MG,Mariana/MG,3140001,0,0,0,1,0.00000,1.64680,0.00000
2020-03-21,Brazil,PR,Maringá/PR,4115200,0,0,0,1,0.00000,0.23603,0.00000
2020-03-21,Brazil,SP,Mauá/SP,3529401,0,0,0,1,0.00000,0.21146,0.00000
2020-03-21,Brazil,RJ,Miguel Pereira/RJ,3302908,0,1,0,1,3.91573,3.91573,1.00000
2020-03-21,Brazil,SP,Mogi das Cruzes/SP,3530607,0,0,0,1,0.00000,0.22429,0.00000
2020-03-21,Brazil,RN,Mossoró/RN,2408003,0,0,1,1,0.00000,0.33627,0.00000
2020-03-21,Brazil,RN,Natal/RN,2408102,0,0,1,6,0.00000,0.67864,0.00000
2020-03-21,Brazil,SC,Navegantes/SC,4211306,0,0,0,1,0.00000,1.22737,0.00000
2020-03-21,Brazil,RJ,Niterói/RJ,3303302,0,1,3,10,0.19471,1.94710,0.10000
2020-03-21,Brazil,SE,Nossa Senhora da Glória/SE,2804508,0,0,1,1,0.00000,2.70827,0.00000
2020-03-21,Brazil,MG,Nova Lima/MG,3144805,0,0,0,4,0.00000,4.21545,0.00000
2020-03-21,Brazil,SP,Osasco/SP,3534401,0,0,0,1,0.00000,0.14318,0.00000
2020-03-21,Brazil,TO,Palmas/TO,1721000,0,0,1,2,0.00000,0.66861,0.00000
2020-03-21,Brazil,RN,Parnamirim/RN,2403251,0,0,1,2,0.00000,0.76491,0.00000
2020-03-21,Brazil,PR,Pato Branco/PR,4118501,0,0,1,1,0.00000,1.20655,0.00000
2020-03-21,Brazil,MG,Patrocínio/MG,3148103,0,0,0,1,0.00000,1.10184,0.00000
2020-03-21,Brazil,RJ,Petrópolis/RJ,3303906,1,1,3,3,0.32659,0.97978,0.33333
2020-03-21,Brazil,PR,Pinhais/PR,4119152,0,0,0,1,0.00000,0.75668,0.00000
2020-03-21,Brazil,SC,Pomerode/SC,4213203,0,0,0,1,0.00000,2.98980,0.00000
2020-03-21,Brazil,PR,Ponta Grossa/PR,4119905,0,0,1,1,0.00000,0.28430,0.00000
2020-03-21,Brazil,MS,Ponta Porã/MS,5006606,0,0,1,1,0.00000,1.08078,0.00000
2020-03-21,Brazil,RS,Porto Alegre/RS,4314902,0,0,10,35,0.00000,2.35885,0.00000
2020-03-21,Brazil,BA,Porto Seguro/BA,2925303,0,0,1,5,0.00000,3.36279,0.00000
2020-03-21,Brazil,RO,Porto Velho/RO,1100205,0,0,2,2,0.00000,0.37768,0.00000
2020-03-21,Brazil,MG,Poços de Caldas/MG,3151800,0,0,0,1,0.00000,0.59738,0.00000
2020-03-21,Brazil,BA,Prado/BA,2925501,0,0,1,2,0.00000,7.09874,0.00000
2020-03-21,Brazil,SE,Propriá/SE,2805703,0,0,0,2,0.00000,6.75083,0.00000
2020-03-21,Brazil,SC,Rancho Queimado/SC,4214300,0,0,0,2,0.00000,69.49270,0.00000
2020-03-21,Brazil,PE,Recife/PE,2611606,0,0,11,25,0.00000,1.51909,0.00000
2020-03-21,Brazil,AC,Rio Branco/AC,1200401,0,0,4,11,0.00000,2.70059,0.00000
2020-03-21,Brazil,GO,Rio Verde/GO,5218805,0,0,0,3,0.00000,1.27309,0.00000
2020-03-21,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,43,99,0.00000,1.47345,0.00000
2020-03-21,Brazil,BA,Salvador/BA,2927408,0,0,5,23,0.00000,0.80074,0.00000
2020-03-21,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,0,0,2,0.00000,2.59649,0.00000
2020-03-21,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,0,2,0.00000,1.43424,0.00000
2020-03-21,Brazil,SP,Santo André/SP,3547809,0,0,0,3,0.00000,0.41738,0.00000
2020-03-21,Brazil,RS,Sapiranga/RS,4319901,0,0,0,2,0.00000,2.44696,0.00000
2020-03-21,Brazil,RS,Serafina Corrêa/RS,4320404,0,0,1,1,0.00000,5.71363,0.00000
2020-03-21,Brazil,MG,Sete Lagoas/MG,3167202,0,0,0,1,0.00000,0.41729,0.00000
2020-03-21,Brazil,MS,Sidrolândia/MS,5007901,0,0,0,1,0.00000,1.73415,0.00000
2020-03-21,Brazil,CE,Sobral/CE,2312908,0,0,0,1,0.00000,0.47862,0.00000
2020-03-21,Brazil,SP,Suzano/SP,3552502,0,0,0,1,0.00000,0.33598,0.00000
2020-03-21,Brazil,SP,São Bernardo do Campo/SP,3548708,0,0,0,4,0.00000,0.47679,0.00000
2020-03-21,Brazil,SP,São Caetano do Sul/SP,3548807,0,0,0,4,0.00000,2.48251,0.00000
2020-03-21,Brazil,SP,São José do Rio Preto/SP,3549805,0,0,0,1,0.00000,0.21707,0.00000
2020-03-21,Brazil,SP,São José dos Campos/SP,3549904,0,0,0,1,0.00000,0.13851,0.00000
2020-03-21,Brazil,SC,São José/SC,4216602,0,0,1,2,0.00000,0.81108,0.00000
2020-03-21,Brazil,RS,São Leopoldo/RS,4318705,0,0,1,1,0.00000,0.42223,0.00000
2020-03-21,Brazil,MA,São Luís/MA,2111300,0,0,1,2,0.00000,0.18151,0.00000
2020-03-21,Brazil,SP,São Paulo/SP,3550308,0,9,0,306,0.07346,2.49755,0.02941
2020-03-21,Brazil,RS,Taquara/RS,4321204,0,0,1,2,0.00000,3.48032,0.00000
2020-03-21,Brazil,SP,Taubaté/SP,3554102,0,0,0,1,0.00000,0.31754,0.00000
2020-03-21,Brazil,PI,Teresina/PI,2211001,0,0,0,4,0.00000,0.46251,0.00000
2020-03-21,Brazil,RS,Torres/RS,4321501,0,0,1,1,0.00000,2.58184,0.00000
2020-03-21,Brazil,SC,Tubarão/SC,4218707,0,0,0,6,0.00000,5.67719,0.00000
2020-03-21,Brazil,MG,Uberaba/MG,3170107,0,0,2,3,0.00000,0.89879,0.00000
2020-03-21,Brazil,MG,Uberlândia/MG,3170206,0,0,2,3,0.00000,0.43396,0.00000
2020-03-21,Brazil,PR,Umuarama/PR,4128104,0,0,1,1,0.00000,0.89640,0.00000
2020-03-21,Brazil,SP,Vargem Grande Paulista/SP,3556453,0,0,0,1,0.00000,1.90125,0.00000
2020-03-21,Brazil,ES,Vila Velha/ES,3205200,0,0,4,11,0.00000,2.22745,0.00000
2020-03-21,Brazil,ES,Vitória/ES,3205309,0,0,5,11,0.00000,3.03786,0.00000
2020-03-21,Brazil,TOTAL,TOTAL,0,7,18,225,1197,0.00857,0.56960,0.01504
2020-03-22,Brazil,RS,Alvorada/RS,4300604,0,0,0,2,0.00000,0.95100,0.00000
2020-03-22,Brazil,GO,Anápolis/GO,5201108,0,0,0,2,0.00000,0.51690,0.00000
2020-03-22,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,0,-1,1,0.00000,0.17296,0.00000
2020-03-22,Brazil,CE,Aquiraz/CE,2301000,0,0,1,5,0.00000,6.22890,0.00000
2020-03-22,Brazil,SE,Aracaju/SE,2800308,0,0,0,7,0.00000,1.06543,0.00000
2020-03-22,Brazil,RS,Bagé/RS,4301602,0,0,0,3,0.00000,2.47641,0.00000
2020-03-22,Brazil,SC,Balneário Camboriú/SC,4202008,0,0,0,6,0.00000,4.21659,0.00000
2020-03-22,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,0,1,0.00000,0.54226,0.00000
2020-03-22,Brazil,BA,Barreiras/BA,2903201,0,0,1,1,0.00000,0.64334,0.00000
2020-03-22,Brazil,SP,Barueri/SP,3505708,0,0,0,1,0.00000,0.36472,0.00000
2020-03-22,Brazil,MG,Belo Horizonte/MG,3106200,0,0,0,30,0.00000,1.19423,0.00000
2020-03-22,Brazil,PE,Belo Jardim/PE,2601706,0,0,0,1,0.00000,1.30823,0.00000
2020-03-22,Brazil,PA,Belém/PA,1501402,0,0,2,4,0.00000,0.26796,0.00000
2020-03-22,Brazil,RS,Bento Gonçalves/RS,4302105,0,0,0,2,0.00000,1.66038,0.00000
2020-03-22,Brazil,SC,Blumenau/SC,4202404,0,0,6,6,0.00000,1.67974,0.00000
2020-03-22,Brazil,RR,Boa Vista/RR,1400100,0,0,0,2,0.00000,0.50099,0.00000
2020-03-22,Brazil,DF,Brasília/DF,5300108,0,0,9,117,0.00000,3.88025,0.00000
2020-03-22,Brazil,SC,Braço do Norte/SC,4202800,0,0,1,7,0.00000,20.92676,0.00000
2020-03-22,Brazil,CE,CASO SEM LOCALIZAÇÃO DEFINIDA/CE,23,0,0,0,1,0.00000,0.01095,0.00000
2020-03-22,Brazil,GO,CASO SEM LOCALIZAÇÃO DEFINIDA/GO,52,0,0,-3,0,0.00000,0.00000,0.00000
2020-03-22,Brazil,MG,CASO SEM LOCALIZAÇÃO DEFINIDA/MG,31,0,0,29,31,0.00000,0.14644,0.00000
2020-03-22,Brazil,MT,CASO SEM LOCALIZAÇÃO DEFINIDA/MT,51,0,0,0,1,0.00000,0.02870,0.00000
2020-03-22,Brazil,PE,CASO SEM LOCALIZAÇÃO DEFINIDA/PE,26,0,0,0,4,0.00000,0.04185,0.00000
2020-03-22,Brazil,PR,CASO SEM LOCALIZAÇÃO DEFINIDA/PR,41,0,0,4,4,0.00000,0.03498,0.00000
2020-03-22,Brazil,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,33,0,0,-2,2,0.00000,0.01158,0.00000
2020-03-22,Brazil,SP,CASO SEM LOCALIZAÇÃO DEFINIDA/SP,35,7,13,172,294,0.02831,0.64026,0.04422
2020-03-22,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,0,0,1,0.00000,0.47853,0.00000
2020-03-22,Brazil,BA,Camaçari/BA,2905701,0,0,0,1,0.00000,0.33430,0.00000
2020-03-22,Brazil,SP,Campinas/SP,3509502,0,0,0,1,0.00000,0.08305,0.00000
2020-03-22,Brazil,RS,Campo Bom/RS,4303905,0,0,0,2,0.00000,2.99796,0.00000
2020-03-22,Brazil,MS,Campo Grande/MS,5002704,0,0,5,19,0.00000,2.12058,0.00000
2020-03-22,Brazil,PR,Campo Largo/PR,4104204,0,0,0,1,0.00000,0.75756,0.00000
2020-03-22,Brazil,RS,Canoas/RS,4304606,0,0,1,3,0.00000,0.86551,0.00000
2020-03-22,Brazil,SP,Carapicuíba/SP,3510609,0,0,0,2,0.00000,0.49884,0.00000
2020-03-22,Brazil,ES,Cariacica/ES,3201308,0,0,0,1,0.00000,0.26227,0.00000
2020-03-22,Brazil,RS,Carlos Barbosa/RS,4304804,0,0,0,1,0.00000,3.35199,0.00000
2020-03-22,Brazil,GO,Catalão/GO,5205109,0,0,1,1,0.00000,0.91892,0.00000
2020-03-22,Brazil,RS,Caxias do Sul/RS,4305108,0,0,0,2,0.00000,0.39146,0.00000
2020-03-22,Brazil,SC,Chapecó/SC,4204202,0,0,0,2,0.00000,0.90758,0.00000
2020-03-22,Brazil,RS,Charqueadas/RS,4305355,0,0,0,1,0.00000,2.45164,0.00000
2020-03-22,Brazil,PR,Cianorte/PR,4105508,0,0,2,4,0.00000,4.84144,0.00000
