date,state,totalCases,newCases,deaths,newDeaths
2020-03-10,ES,1,0,0,0
2020-03-10,MG,1,0,0,0
2020-03-10,RJ,3,0,0,0
2020-03-10,RS,1,1,0,0
2020-03-10,SP,19,3,0,0
2020-03-10,TOTAL,29,4,0,0
2020-03-11,AL,1,0,0,0
2020-03-11,BA,3,1,0,0
2020-03-11,DF,2,1,0,0
2020-03-11,ES,1,0,0,0
2020-03-11,MG,1,0,0,0
2020-03-11,RJ,3,0,0,0
2020-03-11,RS,2,1,0,0
2020-03-11,SP,30,11,0,0
2020-03-11,TOTAL,43,14,0,0
2020-03-12,AL,1,0,0,0
2020-03-12,BA,3,0,0,0
2020-03-12,DF,2,0,0,0
2020-03-12,ES,2,1,0,0
2020-03-12,GO,3,3,0,0
2020-03-12,MG,2,1,0,0
2020-03-12,PB,0,0,0,0
2020-03-12,PE,2,2,0,0
2020-03-12,PR,6,6,0,0
2020-03-12,RJ,15,12,0,0
2020-03-12,RN,1,1,0,0
2020-03-12,RS,4,2,0,0
2020-03-12,SC,2,2,0,0
2020-03-12,SP,46,16,0,0
2020-03-12,TOTAL,89,46,0,0
2020-03-13,AL,1,0,0,0
2020-03-13,AM,2,2,0,0
2020-03-13,BA,7,4,0,0
2020-03-13,DF,2,0,0,0
2020-03-13,ES,2,0,0,0
2020-03-13,GO,3,0,0,0
2020-03-13,MG,2,0,0,0
2020-03-13,PB,0,0,0,0
2020-03-13,PE,2,0,0,0
2020-03-13,PR,6,0,0,0
2020-03-13,RJ,15,0,0,0
2020-03-13,RN,1,0,0,0
2020-03-13,RS,4,0,0,0
2020-03-13,SC,3,1,0,0
2020-03-13,SP,46,0,0,0
2020-03-13,TOTAL,96,7,0,0
2020-03-14,AL,1,0,0,0
2020-03-14,AM,2,0,0,0
2020-03-14,BA,7,0,0,0
2020-03-14,DF,8,6,0,0
2020-03-14,ES,4,2,0,0
2020-03-14,GO,4,1,0,0
2020-03-14,MG,4,2,0,0
2020-03-14,MS,2,2,0,0
2020-03-14,PB,0,0,0,0
2020-03-14,PE,7,5,0,0
2020-03-14,PR,6,0,0,0
2020-03-14,RJ,15,0,0,0
2020-03-14,RN,1,0,0,0
2020-03-14,RS,4,0,0,0
2020-03-14,SC,5,2,0,0
2020-03-14,SE,1,1,0,0
2020-03-14,SP,65,19,0,0
2020-03-14,TOTAL,136,40,0,0
2020-03-15,AL,1,0,0,0
2020-03-15,AM,2,0,0,0
2020-03-15,BA,9,2,0,0
2020-03-15,DF,14,6,0,0
2020-03-15,ES,4,0,0,0
2020-03-15,GO,4,0,0,0
2020-03-15,MG,4,0,0,0
2020-03-15,MS,2,0,0,0
2020-03-15,PB,0,0,0,0
2020-03-15,PE,8,1,0,0
2020-03-15,PR,6,0,0,0
2020-03-15,RJ,24,9,0,0
2020-03-15,RN,1,0,0,0
2020-03-15,RS,4,0,0,0
2020-03-15,SC,6,1,0,0
2020-03-15,SE,1,0,0,0
2020-03-15,SP,65,0,0,0
2020-03-15,TOTAL,155,19,0,0
2020-03-16,AL,1,0,0,0
2020-03-16,AM,2,0,0,0
2020-03-16,BA,10,1,0,0
2020-03-16,CE,9,9,0,0
2020-03-16,DF,19,5,0,0
2020-03-16,ES,8,4,0,0
2020-03-16,GO,9,5,0,0
2020-03-16,MG,6,2,0,0
2020-03-16,MS,4,2,0,0
2020-03-16,PB,0,0,0,0
2020-03-16,PE,8,0,0,0
2020-03-16,PR,6,0,0,0
2020-03-16,RJ,25,1,0,0
2020-03-16,RN,1,0,0,0
2020-03-16,RS,8,4,0,0
2020-03-16,SC,7,1,0,0
2020-03-16,SE,5,4,0,0
2020-03-16,SP,152,87,0,0
2020-03-16,TOTAL,280,125,0,0
2020-03-17,AC,3,3,0,0
2020-03-17,AL,1,0,0,0
2020-03-17,AM,2,0,0,0
2020-03-17,BA,14,4,0,0
2020-03-17,CE,10,1,0,0
2020-03-17,DF,19,0,0,0
2020-03-17,ES,8,0,0,0
2020-03-17,GO,10,1,0,0
2020-03-17,MG,14,8,0,0
2020-03-17,MS,6,2,0,0
2020-03-17,PB,0,0,0,0
2020-03-17,PE,18,10,0,0
2020-03-17,PR,12,6,0,0
2020-03-17,RJ,25,0,0,0
2020-03-17,RN,1,0,0,0
2020-03-17,RS,8,0,0,0
2020-03-17,SC,7,0,0,0
2020-03-17,SE,5,0,0,0
2020-03-17,SP,164,12,1,1
2020-03-17,TOTAL,327,47,1,1
2020-03-18,AC,3,0,0,0
2020-03-18,AL,1,0,0,0
2020-03-18,AM,2,0,0,0
2020-03-18,BA,27,13,0,0
2020-03-18,CE,19,9,0,0
2020-03-18,DF,34,15,0,0
2020-03-18,ES,11,3,0,0
2020-03-18,GO,12,2,0,0
2020-03-18,MG,19,5,0,0
2020-03-18,MS,7,1,0,0
2020-03-18,PA,1,1,0,0
2020-03-18,PB,1,1,0,0
2020-03-18,PE,19,1,0,0
2020-03-18,PR,14,2,0,0
2020-03-18,RJ,63,38,0,0
2020-03-18,RN,1,0,0,0
2020-03-18,RS,19,11,0,0
2020-03-18,SC,14,7,0,0
2020-03-18,SE,6,1,0,0
2020-03-18,SP,240,76,3,2
2020-03-18,TO,1,1,0,0
2020-03-18,TOTAL,514,187,3,2
2020-03-19,AC,4,1,0,0
2020-03-19,AL,4,3,0,0
2020-03-19,AM,3,1,0,0
2020-03-19,BA,31,4,0,0
2020-03-19,CE,24,5,0,0
2020-03-19,DF,42,8,0,0
2020-03-19,ES,13,2,0,0
2020-03-19,GO,15,3,0,0
2020-03-19,MG,29,10,0,0
2020-03-19,MS,9,2,0,0
2020-03-19,PA,1,0,0,0
2020-03-19,PB,1,0,0,0
2020-03-19,PE,28,9,0,0
2020-03-19,PI,3,3,0,0
2020-03-19,PR,23,9,0,0
2020-03-19,RJ,66,3,2,2
2020-03-19,RN,1,0,0,0
2020-03-19,RS,31,12,0,0
2020-03-19,SC,21,7,0,0
2020-03-19,SE,6,0,0,0
2020-03-19,SP,286,46,5,2
2020-03-19,TO,1,0,0,0
2020-03-19,TOTAL,642,128,7,4
2020-03-20,AC,7,3,0,0
2020-03-20,AL,6,2,0,0
2020-03-20,AM,7,4,0,0
2020-03-20,AP,1,1,0,0
2020-03-20,BA,34,3,0,0
2020-03-20,CE,68,44,0,0
2020-03-20,DF,87,45,0,0
2020-03-20,ES,16,3,0,0
2020-03-20,GO,18,3,0,0
2020-03-20,MA,1,1,0,0
2020-03-20,MG,38,9,0,0
2020-03-20,MS,12,3,0,0
2020-03-20,MT,1,1,0,0
2020-03-20,PA,2,1,0,0
2020-03-20,PB,1,0,0,0
2020-03-20,PE,31,3,0,0
2020-03-20,PI,4,1,0,0
2020-03-20,PR,36,13,0,0
2020-03-20,RJ,66,0,2,0
2020-03-20,RN,6,5,0,0
2020-03-20,RO,1,1,0,0
2020-03-20,RS,43,12,0,0
2020-03-20,SC,40,19,0,0
2020-03-20,SE,7,1,0,0
2020-03-20,SP,396,110,9,4
2020-03-20,TO,1,0,0,0
2020-03-20,TOTAL,930,288,11,4
2020-03-21,AC,11,4,0,0
2020-03-21,AL,7,1,0,0
2020-03-21,AM,11,4,0,0
2020-03-21,AP,1,0,0,0
2020-03-21,BA,41,7,0,0
2020-03-21,CE,84,16,0,0
2020-03-21,DF,108,21,0,0
2020-03-21,ES,26,10,0,0
2020-03-21,GO,19,1,0,0
2020-03-21,MA,2,1,0,0
2020-03-21,MG,55,17,0,0
2020-03-21,MS,16,4,0,0
2020-03-21,MT,1,0,0,0
2020-03-21,PA,2,0,0,0
2020-03-21,PB,1,0,0,0
2020-03-21,PE,33,2,0,0
2020-03-21,PI,4,0,0,0
2020-03-21,PR,43,7,0,0
2020-03-21,RJ,119,53,3,1
2020-03-21,RN,9,3,0,0
2020-03-21,RO,3,2,0,0
2020-03-21,RR,2,2,0,0
2020-03-21,RS,69,26,0,0
2020-03-21,SC,57,17,0,0
2020-03-21,SE,10,3,0,0
2020-03-21,SP,396,0,15,6
2020-03-21,TO,2,1,0,0
2020-03-21,TOTAL,1132,202,18,7
2020-03-22,AC,11,0,0,0
2020-03-22,AL,7,0,0,0
2020-03-22,AM,26,15,0,0
2020-03-22,AP,1,0,0,0
2020-03-22,BA,55,14,0,0
2020-03-22,CE,125,41,0,0
2020-03-22,DF,117,9,0,0
2020-03-22,ES,26,0,0,0
2020-03-22,GO,21,2,0,0
2020-03-22,MA,2,0,0,0
2020-03-22,MG,83,28,0,0
2020-03-22,MS,21,5,0,0
2020-03-22,MT,2,1,0,0
2020-03-22,PA,4,2,0,0
2020-03-22,PB,1,0,0,0
2020-03-22,PE,37,4,0,0
2020-03-22,PI,6,2,0,0
2020-03-22,PR,54,11,0,0
2020-03-22,RJ,186,67,3,0
2020-03-22,RN,13,4,0,0
2020-03-22,RO,3,0,0,0
2020-03-22,RR,2,0,0,0
2020-03-22,RS,77,8,0,0
2020-03-22,SC,68,11,0,0
2020-03-22,SE,10,0,0,0
2020-03-22,SP,631,235,22,7
2020-03-22,TO,5,3,0,0
2020-03-22,TOTAL,1594,462,25,7
2020-03-23,AC,17,6,0,0
2020-03-23,AL,8,1,0,0
2020-03-23,AM,32,6,0,0
2020-03-23,AP,1,0,0,0
2020-03-23,BA,63,8,0,0
2020-03-23,CE,164,39,0,0
2020-03-23,DF,138,21,0,0
2020-03-23,ES,33,7,0,0
2020-03-23,GO,23,2,0,0
2020-03-23,MA,8,6,0,0
2020-03-23,MG,128,45,0,0
2020-03-23,MS,21,0,0,0
2020-03-23,MT,6,4,0,0
2020-03-23,PA,5,1,0,0
2020-03-23,PB,2,1,0,0
2020-03-23,PE,42,5,0,0
2020-03-23,PI,6,0,0,0
2020-03-23,PR,60,6,0,0
2020-03-23,RJ,233,47,4,1
2020-03-23,RN,13,0,0,0
2020-03-23,RO,3,0,0,0
2020-03-23,RR,2,0,0,0
2020-03-23,RS,96,19,0,0
2020-03-23,SC,86,18,0,0
2020-03-23,SE,10,0,0,0
2020-03-23,SP,745,114,30,8
2020-03-23,TO,7,2,0,0
2020-03-23,TOTAL,1952,358,34,9
2020-03-24,AC,21,4,0,0
2020-03-24,AL,10,2,0,0
2020-03-24,AM,47,15,1,1
2020-03-24,AP,1,0,0,0
2020-03-24,BA,79,16,0,0
2020-03-24,CE,185,21,0,0
2020-03-24,DF,161,23,0,0
2020-03-24,ES,40,7,0,0
2020-03-24,GO,29,6,0,0
2020-03-24,MA,8,0,0,0
2020-03-24,MG,130,2,0,0
2020-03-24,MS,24,3,0,0
2020-03-24,MT,7,1,0,0
2020-03-24,PA,5,0,0,0
2020-03-24,PB,3,1,0,0
2020-03-24,PE,42,0,0,0
2020-03-24,PI,8,2,0,0
2020-03-24,PR,70,10,0,0
2020-03-24,RJ,305,72,6,2
2020-03-24,RN,14,1,0,0
2020-03-24,RO,5,2,0,0
2020-03-24,RR,8,6,0,0
2020-03-24,RS,112,16,0,0
2020-03-24,SC,109,23,0,0
2020-03-24,SE,15,5,0,0
2020-03-24,SP,810,65,40,10
2020-03-24,TO,7,0,0,0
2020-03-24,TOTAL,2255,303,47,13
2020-03-25,AC,23,2,0,0
2020-03-25,AL,11,1,0,0
2020-03-25,AM,54,7,1,0
2020-03-25,AP,2,1,0,0
2020-03-25,BA,91,12,0,0
2020-03-25,CE,211,26,0,0
2020-03-25,DF,195,34,0,0
2020-03-25,ES,40,0,0,0
2020-03-25,GO,35,6,0,0
2020-03-25,MA,8,0,0,0
2020-03-25,MG,133,3,0,0
2020-03-25,MS,24,0,0,0
2020-03-25,MT,9,2,0,0
2020-03-25,PA,7,2,0,0
2020-03-25,PB,5,2,0,0
2020-03-25,PE,46,4,1,1
2020-03-25,PI,8,0,0,0
2020-03-25,PR,97,27,0,0
2020-03-25,RJ,370,65,8,2
2020-03-25,RN,14,0,0,0
2020-03-25,RO,5,0,0,0
2020-03-25,RR,8,0,0,0
2020-03-25,RS,162,50,1,1
2020-03-25,SC,122,13,0,0
2020-03-25,SE,16,1,0,0
2020-03-25,SP,862,52,48,8
2020-03-25,TO,7,0,0,0
2020-03-25,TOTAL,2565,310,59,12
2020-03-26,AC,23,0,0,0
2020-03-26,AL,11,0,0,0
2020-03-26,AM,67,13,1,0
2020-03-26,AP,2,0,0,0
2020-03-26,BA,108,17,0,0
2020-03-26,CE,237,26,3,3
2020-03-26,DF,201,6,0,0
2020-03-26,ES,48,8,0,0
2020-03-26,GO,38,3,1,1
2020-03-26,MA,10,2,0,0
2020-03-26,MG,153,20,0,0
2020-03-26,MS,25,1,0,0
2020-03-26,MT,11,2,0,0
2020-03-26,PA,13,6,0,0
2020-03-26,PB,6,1,0,0
2020-03-26,PE,48,2,3,2
2020-03-26,PI,9,1,0,0
2020-03-26,PR,106,9,0,0
2020-03-26,RJ,421,51,9,1
2020-03-26,RN,19,5,0,0
2020-03-26,RO,6,1,0,0
2020-03-26,RR,10,2,0,0
2020-03-26,RS,190,28,1,0
2020-03-26,SC,149,27,1,1
2020-03-26,SE,16,0,0,0
2020-03-26,SP,1052,190,58,10
2020-03-26,TO,8,1,0,0
2020-03-26,TOTAL,2987,422,77,18
2020-03-27,AC,25,2,0,0
2020-03-27,AL,12,1,0,0
2020-03-27,AM,81,14,1,0
2020-03-27,AP,3,1,0,0
2020-03-27,BA,123,15,0,0
2020-03-27,CE,282,45,3,0
2020-03-27,DF,241,40,0,0
2020-03-27,ES,54,6,0,0
2020-03-27,GO,49,11,1,0
2020-03-27,MA,13,3,0,0
2020-03-27,MG,189,36,0,0
2020-03-27,MS,28,3,0,0
2020-03-27,MT,11,0,0,0
2020-03-27,PA,16,3,0,0
2020-03-27,PB,10,4,0,0
2020-03-27,PE,57,9,4,1
2020-03-27,PI,10,1,1,1
2020-03-27,PR,125,19,2,2
2020-03-27,RJ,493,72,10,1
2020-03-27,RN,28,9,0,0
2020-03-27,RO,6,0,0,0
2020-03-27,RR,12,2,0,0
2020-03-27,RS,197,7,2,1
2020-03-27,SC,163,14,1,0
2020-03-27,SE,16,0,0,0
2020-03-27,SP,1223,171,68,10
2020-03-27,TO,9,1,0,0
2020-03-27,TOTAL,3476,489,93,16
2020-03-28,AC,25,0,0,0
2020-03-28,AL,14,2,0,0
2020-03-28,AM,111,30,1,0
2020-03-28,AP,4,1,0,0
2020-03-28,BA,127,4,0,0
2020-03-28,CE,322,40,4,1
2020-03-28,DF,260,19,0,0
2020-03-28,ES,61,7,0,0
2020-03-28,GO,56,7,1,0
2020-03-28,MA,15,2,0,0
2020-03-28,MG,205,16,0,0
2020-03-28,MS,31,3,0,0
2020-03-28,MT,11,0,0,0
2020-03-28,PA,18,2,0,0
2020-03-28,PB,14,4,0,0
2020-03-28,PE,68,11,5,1
2020-03-28,PI,11,1,1,0
2020-03-28,PR,137,12,2,0
2020-03-28,RJ,558,65,13,3
2020-03-28,RN,68,40,1,1
2020-03-28,RO,6,0,0,0
2020-03-28,RR,16,4,0,0
2020-03-28,RS,200,3,2,0
2020-03-28,SC,184,21,1,0
2020-03-28,SE,16,0,0,0
2020-03-28,SP,1406,183,84,16
2020-03-28,TO,9,0,0,0
2020-03-28,TOTAL,3953,477,115,22
2020-03-29,AC,34,9,0,0
2020-03-29,AL,17,3,0,0
2020-03-29,AM,140,29,1,0
2020-03-29,AP,8,4,0,0
2020-03-29,BA,156,29,1,1
2020-03-29,CE,359,37,5,1
2020-03-29,DF,298,38,1,1
2020-03-29,ES,72,11,0,0
2020-03-29,GO,56,0,1,0
2020-03-29,MA,21,6,1,1
2020-03-29,MG,231,26,0,0
2020-03-29,MS,36,5,0,0
2020-03-29,MT,11,0,0,0
2020-03-29,PA,20,2,0,0
2020-03-29,PB,14,0,0,0
2020-03-29,PE,73,5,5,0
2020-03-29,PI,11,0,1,0
2020-03-29,PR,152,15,2,0
2020-03-29,RJ,600,42,17,4
2020-03-29,RN,68,0,1,0
2020-03-29,RO,6,0,0,0
2020-03-29,RR,16,0,0,0
2020-03-29,RS,230,30,2,0
2020-03-29,SC,197,13,1,0
2020-03-29,SE,16,0,0,0
2020-03-29,SP,1451,45,98,14
2020-03-29,TO,10,1,0,0
2020-03-29,TOTAL,4303,350,137,22
2020-03-30,AC,41,7,0,0
2020-03-30,AL,17,0,0,0
2020-03-30,AM,151,11,2,1
2020-03-30,AP,8,0,0,0
2020-03-30,BA,176,20,2,1
2020-03-30,CE,382,23,5,0
2020-03-30,DF,312,14,2,1
2020-03-30,ES,85,13,0,0
2020-03-30,GO,60,4,1,0
2020-03-30,MA,30,9,1,0
2020-03-30,MG,261,30,1,1
2020-03-30,MS,44,8,0,0
2020-03-30,MT,18,7,0,0
2020-03-30,PA,26,6,0,0
2020-03-30,PB,17,3,0,0
2020-03-30,PE,77,4,6,1
2020-03-30,PI,18,7,4,3
2020-03-30,PR,160,8,3,1
2020-03-30,RJ,657,57,18,1
2020-03-30,RN,77,9,1,0
2020-03-30,RO,8,2,1,1
2020-03-30,RR,16,0,0,0
2020-03-30,RS,254,24,4,2
2020-03-30,SC,219,22,2,1
2020-03-30,SE,18,2,0,0
2020-03-30,SP,1517,66,113,15
2020-03-30,TO,11,1,0,0
2020-03-30,TOTAL,4660,357,166,29
2020-03-31,AC,42,1,0,0
2020-03-31,AL,18,1,1,1
2020-03-31,AM,175,24,3,1
2020-03-31,AP,10,2,0,0
2020-03-31,BA,217,41,2,0
2020-03-31,CE,401,19,7,2
2020-03-31,DF,333,21,3,1
2020-03-31,ES,97,12,0,0
2020-03-31,GO,65,5,1,0
2020-03-31,MA,51,21,1,0
2020-03-31,MG,275,14,2,1
2020-03-31,MS,48,4,1,1
2020-03-31,MT,25,7,0,0
2020-03-31,PA,34,8,0,0
2020-03-31,PB,18,1,1,1
2020-03-31,PE,87,10,6,0
2020-03-31,PI,18,0,4,0
2020-03-31,PR,185,25,3,0
2020-03-31,RJ,708,51,23,5
2020-03-31,RN,82,5,1,0
2020-03-31,RO,9,1,1,0
2020-03-31,RR,16,0,0,0
2020-03-31,RS,305,51,4,0
2020-03-31,SC,235,16,2,0
2020-03-31,SE,19,1,0,0
2020-03-31,SP,2339,822,136,23
2020-03-31,TO,12,1,0,0
2020-03-31,TOTAL,5824,1164,202,36
2020-04-01,AC,43,1,0,0
2020-04-01,AL,18,0,1,0
2020-04-01,AM,200,25,3,0
2020-04-01,AP,11,1,0,0
2020-04-01,BA,246,29,2,0
2020-04-01,CE,445,44,9,2
2020-04-01,DF,370,37,4,1
2020-04-01,ES,120,23,0,0
2020-04-01,GO,73,8,1,0
2020-04-01,MA,70,19,1,0
2020-04-01,MG,314,39,3,1
2020-04-01,MS,51,3,1,0
2020-04-01,MT,28,3,0,0
2020-04-01,PA,41,7,1,1
2020-04-01,PB,21,3,1,0
2020-04-01,PE,95,8,8,2
2020-04-01,PI,19,1,4,0
2020-04-01,PR,229,44,3,0
2020-04-01,RJ,832,124,28,5
2020-04-01,RN,92,10,2,1
2020-04-01,RO,9,0,1,0
2020-04-01,RR,26,10,0,0
2020-04-01,RS,316,11,5,1
2020-04-01,SC,247,12,2,0
2020-04-01,SE,22,3,0,0
2020-04-01,SP,2981,642,164,28
2020-04-01,TO,12,0,0,0
2020-04-01,TOTAL,6931,1107,244,42
2020-04-02,AC,45,2,0,0
2020-04-02,AL,18,0,1,0
2020-04-02,AM,229,29,3,0
2020-04-02,AP,12,1,0,0
2020-04-02,BA,267,21,3,1
2020-04-02,CE,563,118,21,12
2020-04-02,DF,400,30,5,1
2020-04-02,ES,139,19,2,2
2020-04-02,GO,73,0,1,0
2020-04-02,MA,80,10,1,0
2020-04-02,MG,370,56,4,1
2020-04-02,MS,53,2,1,0
2020-04-02,MT,41,13,0,0
2020-04-02,PA,49,8,1,0
2020-04-02,PB,29,8,1,0
2020-04-02,PE,106,11,9,1
2020-04-02,PI,19,0,4,0
2020-04-02,PR,258,29,4,1
2020-04-02,RJ,992,160,41,13
2020-04-02,RN,106,14,2,0
2020-04-02,RO,10,1,1,0
2020-04-02,RR,30,4,0,0
2020-04-02,RS,386,70,5,0
2020-04-02,SC,281,34,5,3
2020-04-02,SE,24,2,2,2
2020-04-02,SP,3506,525,188,24
2020-04-02,TO,12,0,0,0
2020-04-02,TOTAL,8098,1167,305,61
2020-04-03,AC,46,1,0,0
2020-04-03,AL,23,5,2,1
2020-04-03,AM,260,31,7,4
2020-04-03,AP,19,7,0,0
2020-04-03,BA,290,23,6,3
2020-04-03,CE,658,95,22,1
2020-04-03,DF,419,19,6,1
2020-04-03,ES,153,14,5,3
2020-04-03,GO,88,15,2,1
2020-04-03,MA,87,7,1,0
2020-04-03,MG,397,27,6,2
2020-04-03,MS,60,7,1,0
2020-04-03,MT,44,3,1,1
2020-04-03,PA,75,26,1,0
2020-04-03,PB,32,3,1,0
2020-04-03,PE,136,30,10,1
2020-04-03,PI,22,3,4,0
2020-04-03,PR,307,49,5,1
2020-04-03,RJ,1074,82,47,6
2020-04-03,RN,176,70,4,2
2020-04-03,RO,10,0,1,0
2020-04-03,RR,37,7,1,1
2020-04-03,RS,410,24,6,1
2020-04-03,SC,301,20,5,0
2020-04-03,SE,27,3,2,0
2020-04-03,SP,4048,542,219,31
2020-04-03,TO,13,1,0,0
2020-04-03,TOTAL,9212,1114,365,60
2020-04-04,AC,46,0,0,0
2020-04-04,AL,23,0,2,0
2020-04-04,AM,311,51,12,5
2020-04-04,AP,29,10,1,1
2020-04-04,BA,336,46,7,1
2020-04-04,CE,745,87,23,1
2020-04-04,DF,456,37,7,1
2020-04-04,ES,166,13,6,1
2020-04-04,GO,103,15,2,0
2020-04-04,MA,95,8,2,1
2020-04-04,MG,430,33,6,0
2020-04-04,MS,62,2,1,0
2020-04-04,MT,60,16,1,0
2020-04-04,PA,82,7,1,0
2020-04-04,PB,34,2,3,2
2020-04-04,PE,176,40,14,4
2020-04-04,PI,24,2,4,0
2020-04-04,PR,401,94,7,2
2020-04-04,RJ,1246,172,58,11
2020-04-04,RN,215,39,6,2
2020-04-04,RO,11,1,1,0
2020-04-04,RR,42,5,1,0
2020-04-04,RS,418,8,7,1
2020-04-04,SC,356,55,10,5
2020-04-04,SE,32,5,3,1
2020-04-04,SP,4466,418,260,41
2020-04-04,TO,16,3,0,0
2020-04-04,TOTAL,10381,1169,445,80
2020-04-05,AC,48,2,0,0
2020-04-05,AL,28,5,2,0
2020-04-05,AM,417,106,15,3
2020-04-05,AP,32,3,1,0
2020-04-05,BA,401,65,9,2
2020-04-05,CE,960,215,35,12
2020-04-05,DF,468,12,7,0
2020-04-05,ES,194,28,6,0
2020-04-05,GO,115,12,3,1
2020-04-05,MA,132,37,2,0
2020-04-05,MG,498,68,6,0
2020-04-05,MS,65,3,1,0
2020-04-05,MT,60,0,1,0
2020-04-05,PA,86,4,1,0
2020-04-05,PB,35,1,4,1
2020-04-05,PE,201,25,21,7
2020-04-05,PI,24,0,4,0
2020-04-05,PR,445,44,10,3
2020-04-05,RJ,1394,148,64,6
2020-04-05,RN,246,31,7,1
2020-04-05,RO,14,3,1,0
2020-04-05,RR,42,0,1,0
2020-04-05,RS,468,50,7,0
2020-04-05,SC,379,23,10,0
2020-04-05,SE,32,0,3,0
2020-04-05,SP,4620,154,275,15
2020-04-05,TO,17,1,0,0
2020-04-05,TOTAL,11421,1040,496,51
2020-04-06,AC,50,2,1,1
2020-04-06,AL,31,3,2,0
2020-04-06,AM,532,115,19,4
2020-04-06,AP,39,7,2,1
2020-04-06,BA,437,36,10,1
2020-04-06,CE,1045,85,35,0
2020-04-06,DF,485,17,10,3
2020-04-06,ES,209,15,6,0
2020-04-06,GO,119,4,5,2
2020-04-06,MA,171,39,4,2
2020-04-06,MG,525,27,9,3
2020-04-06,MS,66,1,1,0
2020-04-06,MT,76,16,1,0
2020-04-06,PA,123,37,5,4
2020-04-06,PB,36,1,4,0
2020-04-06,PE,223,22,30,9
2020-04-06,PI,26,2,4,0
2020-04-06,PR,466,21,14,4
2020-04-06,RJ,1461,67,71,7
2020-04-06,RN,246,0,7,0
2020-04-06,RO,18,4,1,0
2020-04-06,RR,42,0,1,0
2020-04-06,RS,501,33,8,1
2020-04-06,SC,417,38,11,1
2020-04-06,SE,32,0,4,1
2020-04-06,SP,4866,246,304,29
2020-04-06,TO,19,2,0,0
2020-04-06,TOTAL,12261,840,569,73
2020-04-07,AC,50,0,2,1
2020-04-07,AL,34,3,2,0
2020-04-07,AM,636,104,23,4
2020-04-07,AP,51,12,2,0
2020-04-07,BA,462,25,14,4
2020-04-07,CE,1188,143,40,5
2020-04-07,DF,503,18,12,2
2020-04-07,ES,227,18,6,0
2020-04-07,GO,133,14,5,0
2020-04-07,MA,229,58,11,7
2020-04-07,MG,559,34,11,2
2020-04-07,MS,80,14,2,1
2020-04-07,MT,78,2,1,0
2020-04-07,PA,154,31,5,0
2020-04-07,PB,41,5,4,0
2020-04-07,PE,352,129,34,4
2020-04-07,PI,31,5,5,1
2020-04-07,PR,511,45,15,1
2020-04-07,RJ,1688,227,89,18
2020-04-07,RN,254,8,8,1
2020-04-07,RO,23,5,1,0
2020-04-07,RR,49,7,1,0
2020-04-07,RS,555,54,8,0
2020-04-07,SC,457,40,15,4
2020-04-07,SE,36,4,4,0
2020-04-07,SP,5682,816,371,67
2020-04-07,TO,19,0,0,0
2020-04-07,TOTAL,14082,1821,691,122
2020-04-08,AC,58,8,2,0
2020-04-08,AL,37,3,3,1
2020-04-08,AM,804,168,30,7
2020-04-08,AP,107,56,2,0
2020-04-08,BA,515,53,18,4
2020-04-08,CE,1394,206,57,17
2020-04-08,DF,509,6,12,0
2020-04-08,ES,273,46,6,0
2020-04-08,GO,159,26,7,2
2020-04-08,MA,272,43,12,1
2020-04-08,MG,614,55,14,3
2020-04-08,MS,85,5,2,0
2020-04-08,MT,90,12,1,0
2020-04-08,PA,165,11,6,1
